,date,au_price,au_open,au_high,au_low,au_change_percent
803,2016-10-20,"1,269.40","1,262.63","1,273.84","1,260.24",0.52%
804,2016-10-19,"1,262.84","1,256.60","1,265.38","1,254.90",0.57%
805,2016-10-18,"1,255.70","1,250.25","1,257.67","1,250.25",0.41%
806,2016-10-17,"1,250.55","1,258.79","1,259.65","1,247.51",-0.60%
807,2016-10-14,"1,258.12","1,256.14","1,262.41","1,253.53",0.22%
808,2016-10-13,"1,255.33","1,253.45","1,259.26","1,250.31",0.17%
809,2016-10-12,"1,253.25","1,259.06","1,262.66","1,252.60",-0.52%
810,2016-10-11,"1,259.74","1,257.46","1,265.35","1,256.59",0.22%
811,2016-10-10,"1,256.96","1,255.35","1,265.73","1,241.68",0.18%
812,2016-10-07,"1,254.74","1,267.73","1,269.94","1,250.20",-0.94%
813,2016-10-06,"1,266.69","1,269.41","1,277.51","1,262.12",-0.13%
814,2016-10-05,"1,268.30","1,312.18","1,313.52","1,266.81",-3.33%
815,2016-10-04,"1,311.96","1,318.24","1,320.11","1,309.58",-0.30%
816,2016-10-03,"1,315.96","1,320.56","1,328.23","1,312.83",-0.33%
817,2016-09-30,"1,320.27","1,322.08","1,326.02","1,315.89",-0.09%
818,2016-09-29,"1,321.41","1,326.90","1,327.74","1,317.89",-0.45%
819,2016-09-28,"1,327.36","1,337.77","1,339.78","1,324.81",-0.79%
820,2016-09-27,"1,337.97","1,337.07","1,342.46","1,332.56",0.03%
821,2016-09-26,"1,337.61","1,337.69","1,341.06","1,333.59",0.02%
822,2016-09-23,"1,337.30","1,335.12","1,344.27","1,331.56",0.03%
823,2016-09-22,"1,336.85","1,315.10","1,337.22","1,308.60",1.65%
824,2016-09-21,"1,315.10","1,312.80","1,318.50","1,312.31",0.13%
825,2016-09-20,"1,313.39","1,310.77","1,318.32","1,309.27",0.23%
826,2016-09-19,"1,310.43","1,313.91","1,318.43","1,306.62",-0.29%
827,2016-09-16,"1,314.25","1,322.72","1,327.53","1,309.70",-0.66%
828,2016-09-15,"1,322.97","1,318.88","1,326.26","1,316.13",0.30%
829,2016-09-14,"1,319.06","1,327.99","1,332.64","1,315.71",-0.65%
830,2016-09-13,"1,327.63","1,328.29","1,330.68","1,320.79",-0.04%
831,2016-09-12,"1,328.15","1,338.41","1,340.03","1,327.70",-0.76%
832,2016-09-09,"1,338.35","1,345.11","1,349.78","1,335.54",-0.51%
833,2016-09-08,"1,345.24","1,348.67","1,353.01","1,342.74",-0.34%
834,2016-09-07,"1,349.88","1,325.37","1,352.16","1,324.77",1.72%
835,2016-09-06,"1,327.08","1,324.42","1,329.32","1,322.31",0.16%
836,2016-09-05,"1,325.01","1,314.13","1,329.09","1,309.51",0.85%
837,2016-09-02,"1,313.79","1,309.12","1,315.38","1,302.23",0.37%
838,2016-09-01,"1,308.95","1,311.25","1,316.54","1,305.41",-0.17%
839,2016-08-31,"1,311.15","1,323.20","1,325.70","1,309.15",-0.93%
840,2016-08-30,"1,323.41","1,320.47","1,325.43","1,315.10",0.16%
841,2016-08-29,"1,321.33","1,321.89","1,341.54","1,318.89",-0.03%
842,2016-08-26,"1,321.70","1,323.75","1,327.50","1,317.96",-0.15%
843,2016-08-25,"1,323.75","1,337.88","1,340.52","1,323.70",-1.07%
844,2016-08-24,"1,338.10","1,339.34","1,345.45","1,335.65",-0.07%
845,2016-08-23,"1,339.02","1,340.83","1,341.65","1,332.10",-0.21%
846,2016-08-22,"1,341.78","1,352.91","1,353.44","1,337.93",-0.78%
847,2016-08-19,"1,352.34","1,349.05","1,356.60","1,345.84",0.27%
848,2016-08-18,"1,348.66","1,345.70","1,352.07","1,337.70",0.19%
849,2016-08-17,"1,346.08","1,339.69","1,358.38","1,339.47",0.50%
850,2016-08-16,"1,339.36","1,338.08","1,344.21","1,335.95",0.24%
851,2016-08-15,"1,336.19","1,338.70","1,356.28","1,333.98",-0.20%
852,2016-08-12,"1,338.87","1,347.26","1,353.78","1,335.93",-0.58%
853,2016-08-11,"1,346.67","1,340.95","1,357.57","1,340.30",0.44%
854,2016-08-10,"1,340.75","1,334.85","1,343.24","1,330.47",0.40%
855,2016-08-09,"1,335.38","1,335.17","1,338.53","1,329.84",-0.03%
856,2016-08-08,"1,335.80","1,360.71","1,365.51","1,334.87",-1.87%
857,2016-08-05,"1,361.20","1,358.41","1,365.45","1,348.90",0.24%
858,2016-08-04,"1,357.90","1,363.65","1,366.85","1,354.16",-0.42%
859,2016-08-03,"1,363.68","1,353.47","1,367.81","1,347.06",0.77%
860,2016-08-02,"1,353.21","1,349.88","1,355.22","1,346.24",0.17%
861,2016-08-01,"1,350.91","1,335.75","1,355.42","1,330.00",1.13%
862,2016-07-29,"1,335.79","1,339.38","1,345.53","1,332.23",-0.30%
863,2016-07-28,"1,339.86","1,320.04","1,342.62","1,315.74",1.48%
864,2016-07-27,"1,320.32","1,315.59","1,325.08","1,313.83",0.36%
865,2016-07-26,"1,315.56","1,322.59","1,324.12","1,312.43",-0.52%
866,2016-07-25,"1,322.38","1,330.94","1,334.22","1,319.58",-0.65%
867,2016-07-22,"1,331.09","1,316.31","1,334.38","1,310.95",1.15%
868,2016-07-21,"1,315.95","1,331.81","1,336.34","1,312.49",-1.21%
869,2016-07-20,"1,332.13","1,328.52","1,335.29","1,325.61",0.25%
870,2016-07-19,"1,328.79","1,332.81","1,335.70","1,323.84",-0.68%
871,2016-07-18,"1,337.85","1,336.31","1,338.90","1,322.55",0.21%
872,2016-07-15,"1,335.10","1,344.01","1,347.10","1,320.22",-0.58%
873,2016-07-14,"1,342.85","1,332.40","1,345.60","1,327.70",0.84%
874,2016-07-13,"1,331.65","1,355.16","1,358.20","1,330.15",-1.74%
875,2016-07-12,"1,355.25","1,368.71","1,375.11","1,351.20",-0.85%
876,2016-07-11,"1,366.80","1,359.21","1,369.09","1,336.08",0.46%
877,2016-07-08,"1,360.60","1,363.56","1,370.26","1,350.80",-0.24%
878,2016-07-07,"1,363.89","1,356.74","1,375.30","1,356.23",0.57%
879,2016-07-06,"1,356.14","1,351.15","1,357.71","1,338.43",0.40%
880,2016-07-05,"1,350.78","1,342.58","1,357.97","1,338.34",0.63%
881,2016-07-04,"1,342.30","1,323.38","1,344.60","1,320.88",1.52%
882,2016-07-01,"1,322.18","1,317.71","1,324.11","1,312.95",0.25%
883,2016-06-30,"1,318.89","1,312.39","1,328.23","1,311.29",0.49%
884,2016-06-29,"1,312.51","1,324.44","1,326.39","1,305.62",-0.93%
885,2016-06-28,"1,324.80","1,326.27","1,335.70","1,317.85",0.67%
886,2016-06-27,"1,315.98","1,253.86","1,358.70","1,251.66",4.80%
887,2016-06-24,"1,255.65","1,264.31","1,271.65","1,255.46",-0.84%
888,2016-06-23,"1,266.31","1,268.45","1,271.00","1,261.41",-0.17%
889,2016-06-22,"1,268.44","1,288.68","1,294.38","1,264.48",-1.68%
890,2016-06-21,"1,290.15","1,285.80","1,292.36","1,277.74",-0.65%
891,2016-06-20,"1,298.60","1,279.35","1,299.88","1,277.19",1.52%
892,2016-06-17,"1,279.14","1,293.51","1,316.11","1,278.77",-0.96%
893,2016-06-16,"1,291.49","1,285.14","1,297.09","1,278.43",0.44%
894,2016-06-15,"1,285.85","1,283.39","1,290.18","1,276.38",0.14%
895,2016-06-14,"1,284.05","1,274.05","1,287.40","1,272.70",0.77%
896,2016-06-13,"1,274.20","1,269.41","1,278.10","1,264.47",0.40%
897,2016-06-10,"1,269.15","1,262.55","1,272.06","1,257.56",0.56%
898,2016-06-09,"1,262.14","1,244.64","1,264.19","1,243.09",1.47%
899,2016-06-08,"1,243.85","1,245.11","1,246.66","1,234.45",-0.11%
900,2016-06-07,"1,245.24","1,242.40","1,248.79","1,239.55",0.06%
901,2016-06-06,"1,244.49","1,210.76","1,244.91","1,206.60",2.77%
902,2016-06-03,"1,210.95","1,213.16","1,218.05","1,209.54",-0.20%
903,2016-06-02,"1,213.35","1,215.45","1,221.25","1,205.55",-0.16%
904,2016-06-01,"1,215.24","1,205.90","1,218.86","1,205.65",0.80%
905,2016-05-31,"1,205.58","1,213.00","1,213.83","1,199.60",-0.56%
906,2016-05-30,"1,212.40","1,219.61","1,223.70","1,206.45",-0.64%
907,2016-05-27,"1,220.15","1,223.00","1,234.01","1,218.15",-0.33%
908,2016-05-26,"1,224.18","1,226.60","1,230.21","1,217.25",-0.23%
909,2016-05-25,"1,227.00","1,248.71","1,251.26","1,226.03",-1.78%
910,2016-05-24,"1,249.24","1,250.66","1,256.36","1,242.63",-0.24%
911,2016-05-23,"1,252.30","1,254.86","1,259.98","1,248.32",-0.22%
912,2016-05-20,"1,255.10","1,257.60","1,261.92","1,244.00",-0.25%
913,2016-05-19,"1,258.30","1,279.31","1,281.51","1,254.65",-1.70%
914,2016-05-18,"1,280.00","1,273.66","1,282.50","1,269.10",0.48%
915,2016-05-17,"1,273.86","1,272.11","1,288.60","1,270.93",0.02%
916,2016-05-16,"1,273.60","1,263.21","1,276.60","1,263.11",0.80%
917,2016-05-13,"1,263.49","1,277.41","1,280.99","1,263.11",-1.11%
918,2016-05-12,"1,277.69","1,265.35","1,279.18","1,264.40",0.89%
919,2016-05-11,"1,266.40","1,263.71","1,269.50","1,257.25",0.20%
920,2016-05-10,"1,263.85","1,284.55","1,287.98","1,260.70",-1.93%
921,2016-05-09,"1,288.70","1,278.10","1,296.10","1,274.00",0.83%
922,2016-05-06,"1,278.05","1,279.46","1,286.38","1,268.86",-0.11%
923,2016-05-05,"1,279.49","1,285.61","1,289.68","1,271.25",-0.51%
924,2016-05-04,"1,286.00","1,291.36","1,302.40","1,282.06",-0.43%
925,2016-05-03,"1,291.60","1,293.31","1,303.98","1,287.10",-0.17%
926,2016-05-02,"1,293.74","1,265.88","1,296.49","1,264.76",2.15%
927,2016-04-29,"1,266.48","1,245.26","1,270.10","1,237.65",1.64%
928,2016-04-28,"1,246.10","1,242.20","1,251.30","1,240.26",0.21%
929,2016-04-27,"1,243.44","1,237.71","1,245.15","1,231.10",0.45%
930,2016-04-26,"1,237.90","1,231.70","1,242.30","1,229.70",0.45%
931,2016-04-25,"1,232.30","1,247.06","1,252.98","1,226.96",-1.33%
932,2016-04-22,"1,248.85","1,243.11","1,270.48","1,242.50",0.39%
933,2016-04-21,"1,244.05","1,250.25","1,258.75","1,241.85",-0.52%
934,2016-04-20,"1,250.50","1,232.06","1,257.20","1,227.30",1.54%
935,2016-04-19,"1,231.55","1,233.70","1,242.00","1,229.76",-0.20%
936,2016-04-18,"1,234.05","1,227.16","1,236.29","1,224.90",0.54%
937,2016-04-15,"1,227.39","1,241.66","1,244.38","1,223.40",-1.27%
938,2016-04-14,"1,243.14","1,255.50","1,257.18","1,239.86",-1.02%
939,2016-04-13,"1,255.94","1,258.66","1,262.98","1,250.90",-0.16%
940,2016-04-12,"1,257.95","1,239.39","1,259.10","1,239.39",1.42%
941,2016-04-11,"1,240.39","1,239.80","1,243.18","1,229.24",-0.02%
942,2016-04-08,"1,240.69","1,222.76","1,243.90","1,222.30",1.50%
943,2016-04-07,"1,222.35","1,231.36","1,232.41","1,216.70",-0.71%
944,2016-04-06,"1,231.14","1,214.86","1,237.05","1,214.45",1.30%
945,2016-04-05,"1,215.40","1,219.60","1,223.35","1,213.95",-0.58%
946,2016-04-04,"1,222.49","1,232.30","1,235.36","1,208.45",-0.83%
947,2016-04-01,"1,232.70","1,225.31","1,240.05","1,224.06",0.64%
948,2016-03-31,"1,224.85","1,240.90","1,243.30","1,222.93",-1.42%
949,2016-03-30,"1,242.55","1,220.65","1,243.65","1,214.90",1.76%
950,2016-03-29,"1,221.05","1,214.11","1,222.96","1,208.15",0.38%
951,2016-03-28,"1,216.47","1,216.10","1,216.47","1,216.10",-0.04%
952,2016-03-25,"1,216.99","1,220.39","1,224.40","1,212.20",-0.26%
953,2016-03-24,"1,220.17","1,247.81","1,249.47","1,215.10",-2.26%
954,2016-03-23,"1,248.38","1,243.85","1,259.97","1,242.10",0.37%
955,2016-03-22,"1,243.74","1,254.25","1,256.12","1,240.30",-0.92%
956,2016-03-21,"1,255.30","1,257.45","1,267.22","1,247.60",-0.21%
957,2016-03-18,"1,257.90","1,260.95","1,271.65","1,253.90",-0.41%
958,2016-03-17,"1,263.08","1,232.46","1,264.38","1,226.87",2.49%
959,2016-03-16,"1,232.38","1,234.31","1,237.58","1,225.70",-0.23%
960,2016-03-15,"1,235.28","1,250.61","1,261.09","1,228.90",-1.05%
961,2016-03-14,"1,248.44","1,271.06","1,282.89","1,248.06",-1.81%
962,2016-03-11,"1,271.44","1,252.51","1,273.79","1,237.06",1.48%
963,2016-03-10,"1,252.94","1,260.91","1,264.99","1,243.48",-0.65%
964,2016-03-09,"1,261.10","1,267.11","1,278.19","1,259.65",-0.50%
965,2016-03-08,"1,267.39","1,259.10","1,273.29","1,256.30",0.63%
966,2016-03-07,"1,259.44","1,263.51","1,279.98","1,249.90",-0.34%
967,2016-03-04,"1,263.69","1,239.91","1,267.44","1,236.95",1.89%
968,2016-03-03,"1,240.30","1,231.96","1,244.29","1,224.10",0.65%
969,2016-03-02,"1,232.26","1,237.79","1,249.00","1,227.04",-0.47%
970,2016-03-01,"1,238.14","1,222.35","1,241.29","1,217.60",1.27%
971,2016-02-29,"1,222.60","1,234.06","1,240.05","1,211.20",-0.98%
972,2016-02-26,"1,234.64","1,229.06","1,243.09","1,220.80",0.43%
973,2016-02-25,"1,229.35","1,227.01","1,253.30","1,221.55",0.15%
974,2016-02-24,"1,227.46","1,208.36","1,227.56","1,206.80",1.55%
975,2016-02-23,"1,208.74","1,225.75","1,226.35","1,201.63",-1.58%
976,2016-02-22,"1,228.19","1,232.73","1,234.79","1,219.40",-0.34%
977,2016-02-19,"1,232.35","1,208.76","1,239.90","1,200.35",1.92%
978,2016-02-18,"1,209.14","1,199.81","1,213.88","1,195.40",0.73%
979,2016-02-17,"1,200.35","1,208.93","1,217.18","1,190.40",-0.79%
980,2016-02-16,"1,209.95","1,232.16","1,234.82","1,201.65",-2.27%
981,2016-02-15,"1,238.05","1,246.56","1,249.05","1,231.85",-0.71%
982,2016-02-12,"1,246.89","1,197.06","1,260.98","1,195.83",4.13%
983,2016-02-11,"1,197.49","1,188.56","1,197.74","1,180.90",0.73%
984,2016-02-10,"1,188.85","1,190.76","1,199.29","1,185.10",-0.19%
985,2016-02-09,"1,191.14","1,170.51","1,200.98","1,163.70",1.49%
986,2016-02-08,"1,173.69","1,155.34","1,174.90","1,144.96",1.55%
987,2016-02-05,"1,155.74","1,142.56","1,157.59","1,139.05",1.12%
988,2016-02-04,"1,142.93","1,128.76","1,146.00","1,123.95",1.22%
989,2016-02-03,"1,129.12","1,128.41","1,130.70","1,122.04",0.02%
990,2016-02-02,"1,128.85","1,117.50","1,130.09","1,115.86",0.97%
991,2016-02-01,"1,118.04","1,114.76","1,118.50","1,108.50",0.26%
992,2016-01-29,"1,115.14","1,125.16","1,126.01","1,111.56",-0.93%
993,2016-01-28,"1,125.59","1,119.96","1,128.20","1,114.50",0.45%
994,2016-01-27,"1,120.57","1,107.62","1,123.30","1,106.77",1.13%
995,2016-01-26,"1,108.05","1,097.46","1,109.05","1,096.96",0.89%
996,2016-01-25,"1,098.30","1,101.21","1,102.98","1,093.60",-0.30%
997,2016-01-22,"1,101.60","1,100.65","1,104.98","1,092.15",0.05%
998,2016-01-21,"1,101.02","1,086.70","1,109.60","1,086.33",1.28%
999,2016-01-20,"1,087.12","1,088.43","1,094.70","1,082.55",-0.16%
1000,2016-01-19,"1,088.90","1,089.21","1,093.26","1,086.95",-0.02%
1001,2016-01-18,"1,089.10","1,077.56","1,097.59","1,075.80",1.03%
1002,2016-01-15,"1,078.00","1,093.12","1,095.36","1,071.00",-1.42%
1003,2016-01-14,"1,093.49","1,086.90","1,095.68","1,079.25",0.59%
1004,2016-01-13,"1,087.05","1,093.91","1,099.54","1,083.22",-0.66%
1005,2016-01-12,"1,094.26","1,103.79","1,108.51","1,093.51",-0.90%
1006,2016-01-11,"1,104.24","1,109.05","1,112.40","1,093.53",-0.45%
1007,2016-01-08,"1,109.25","1,094.30","1,110.20","1,090.94",1.35%
1008,2016-01-07,"1,094.45","1,077.40","1,095.45","1,074.55",1.56%
1009,2016-01-06,"1,077.66","1,074.26","1,082.30","1,072.30",0.28%
1010,2016-01-05,"1,074.70","1,064.96","1,083.70","1,061.50",1.32%
1011,2016-01-04,"1,060.74","1,060.71","1,061.41","1,060.24",-0.05%
1012,2016-01-01,"1,061.30","1,060.99","1,063.68","1,058.00",-0.01%
1013,2015-12-31,"1,061.45","1,068.63","1,072.85","1,058.80",-0.71%
1014,2015-12-30,"1,068.99","1,068.81","1,075.79","1,066.90",-0.01%
1015,2015-12-29,"1,069.05","1,075.60","1,077.15","1,065.90",-0.63%
1016,2015-12-28,"1,075.88","1,075.50","1,075.88","1,075.50",0.00%
1017,2015-12-25,"1,075.88","1,070.15","1,077.85","1,069.30",0.52%
1018,2015-12-24,"1,070.35","1,071.96","1,075.75","1,068.00",-0.19%
1019,2015-12-23,"1,072.36","1,078.01","1,081.00","1,071.45",-0.56%
1020,2015-12-22,"1,078.44","1,065.56","1,081.88","1,063.50",1.15%
1021,2015-12-21,"1,066.19","1,051.34","1,070.79","1,050.66",1.37%
1022,2015-12-18,"1,051.74","1,072.46","1,073.09","1,047.25",-1.98%
1023,2015-12-17,"1,072.94","1,060.35","1,078.59","1,060.26",1.15%
1024,2015-12-16,"1,060.74","1,062.51","1,068.89","1,059.20",-0.20%
1025,2015-12-15,"1,062.90","1,073.39","1,077.70","1,062.47",-1.12%
1026,2015-12-14,"1,074.89","1,071.21","1,079.98","1,062.00",0.31%
1027,2015-12-11,"1,071.54","1,072.81","1,076.46","1,069.30",-0.16%
1028,2015-12-10,"1,073.21","1,074.34","1,085.60","1,069.19",-0.14%
1029,2015-12-09,"1,074.69","1,070.11","1,078.85","1,067.25",0.40%
1030,2015-12-08,"1,070.39","1,085.61","1,087.00","1,069.66",-1.53%
1031,2015-12-07,"1,086.99","1,062.01","1,089.09","1,057.75",2.30%
1032,2015-12-04,"1,062.57","1,053.31","1,065.80","1,045.85",0.84%
1033,2015-12-03,"1,053.69","1,069.11","1,071.55","1,050.25",-1.48%
1034,2015-12-02,"1,069.49","1,064.16","1,074.72","1,062.99",0.48%
1035,2015-12-01,"1,064.42","1,057.40","1,068.90","1,052.70",0.53%
1036,2015-11-30,"1,058.81","1,071.19","1,073.90","1,052.46",-1.25%
1037,2015-11-27,"1,072.25","1,070.96","1,075.46","1,069.40",0.08%
1038,2015-11-26,"1,071.39","1,075.16","1,080.85","1,067.37",-0.38%
1039,2015-11-25,"1,075.49","1,068.86","1,080.89","1,068.60",0.58%
1040,2015-11-24,"1,069.34","1,076.61","1,077.01","1,066.60",-0.81%
1041,2015-11-23,"1,078.10","1,081.91","1,087.80","1,075.30",-0.40%
1042,2015-11-20,"1,082.40","1,070.75","1,086.50","1,069.35",1.05%
1043,2015-11-19,"1,071.14","1,069.91","1,073.18","1,064.95",0.07%
1044,2015-11-18,"1,070.37","1,082.45","1,084.82","1,065.18",-1.15%
1045,2015-11-17,"1,082.85","1,087.76","1,098.29","1,080.93",-0.07%
1046,2015-11-16,"1,083.64","1,084.66","1,088.29","1,079.65",-0.13%
1047,2015-11-13,"1,085.05","1,085.86","1,089.60","1,074.26",-0.10%
1048,2015-11-12,"1,086.14","1,089.46","1,093.69","1,083.65",-0.35%
